filename,label,cleaned_text,tokenized_text,final_tokens
design_arw_028.txt,1,[한빛반도체 내부 문서] 제목 HB NAND X3 read reference 기술 회의록 담당부서 담당자 김 원 실험일자 2026 07 04 공정코드 HB NAND X3 NAND 03 read reference 개선안 검토를 위해 설계 공정 합동회의를 진행했다 회의에서는 온도 구간을 3단계에서 5단계로 세분화 적용 후 고온 실패율 2 7 1 1 결과와 timing 수율 영향 가능성을 검토했다 공정팀은 추가 split lot을 설계팀은 corner simulation을 담당하기로 했다,내부 제목 HB NAND X 3 read reference 기술 회의 담당 담당자 실험 일자 2026 07 04 공정 코드 HB NAND X 3 NAND 03 read reference 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 3 단계 5 단계 세분 적용 고온 실패 2 7 1 1 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당,내부 제목 hb nand x read reference 기술 회의 담당 담당자 실험 일자 공정 코드 hb nand x nand read reference 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 단계 단계 세분 적용 고온 실패 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당
design_cvy_043.txt,1,[한빛반도체 내부 문서] 제목 HB SER S6 CDR bandwidth 기술 회의록 담당부서 담당자 김 현 실험일자 2026 04 22 공정코드 HB SER S6 SERDES 03 CDR bandwidth 개선안 검토를 위해 설계 공정 합동회의를 진행했다 회의에서는 온도 구간을 3단계에서 5단계로 세분화 적용 후 고온 실패율 2 7 1 1 결과와 timing 수율 영향 가능성을 검토했다 공정팀은 추가 split lot을 설계팀은 corner simulation을 담당하기로 했다,내부 제목 HB SER S 6 CDR bandwidth 기술 회의 담당 담당자 실험 일자 2026 04 22 공정 코드 HB SER S 6 SERDES 03 CDR bandwidth 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 3 단계 5 단계 세분 적용 고온 실패 2 7 1 1 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당,내부 제목 hb ser s cdr bandwidth 기술 회의 담당 담당자 실험 일자 공정 코드 hb ser s serdes cdr bandwidth 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 단계 단계 세분 적용 고온 실패 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당
design_cyd_101.txt,1,[한빛반도체 내부 문서] 제목 HB NAND A4 peak temperature 실험 기록 담당부서 담당자 김 준 실험일자 2026 04 07 공정코드 HB NAND A4 ANNEAL 01 RTA 활성화율 개선 과정에서 peak temperature 단일변수 실험을 수행했다 비교군은 직전 승인 조건을 유지했고 시험군에는 기준값을 4 2 상향 조정만 적용했다 측정 결과 편차 3 4 2 1 가 확인됐으며 wafer 중앙과 edge 분포를 별도로 비교했다 장비 interlock 이상은 없었고 동일 조건 반복에서도 같은 방향성이 나타났다 다음 lot에서는 고온 corner와 장시간 drift를 추가 확인한다,내부 제목 HB NAND A 4 peak temperature 실험 기록 담당 담당자 실험 일자 2026 04 07 공정 코드 HB NAND A 4 ANNEAL 01 RTA 활성화 개선 과정 peak temperature 단일 변수 실험 수행 비교 직전 승인 조건 유지 시험 4 2 상향 조정만 적용 측정 결과 편차 3 4 2 1 가다 돼다 wafer 중앙 edge 분포 별도 비교 장비 interlock 이상은 없다 동일 조건 반복 같다 방향성 나타나다 다음 lot 고온 corner 오다 장시간 drift 추가,내부 제목 hb nand a peak temperature 실험 기록 담당 담당자 실험 일자 공정 코드 hb nand a anneal rta 활성화 개선 과정 peak temperature 단일 변수 실험 수행 비교 직전 승인 조건 유지 시험 상향 조정만 적용 측정 결과 편차 가다 돼다 wafer 중앙 edge 분포 별도 비교 장비 interlock 이상은 없다 동일 조건 반복 같다 방향성 나타나다 다음 lot 고온 corner 오다 장시간 drift 추가
design_bsh_025.txt,1,[한빛반도체 내부 문서] 제목 HB DRAM D9 redundancy 연구 주간보고 담당부서 담당자 김 우 실험일자 2026 06 22 공정코드 HB DRAM D9 DRAM 05 이번 주에는 저전압 셀 안정성 확보 중 redundancy 항목만 점검했다 제어 임계값을 0 62에서 0 57로 조정 조건을 적용해 오류율 1 8 0 7 를 확인했다 다른 변수는 유지했으며 다음 주 반복 wafer로 재확인한다 현재 값은 내부 검증 기준으로 관리한다,내부 제목 HB DRAM D 9 redundancy 연구 주간 보고 담당 담당자 실험 일자 2026 06 22 공정 코드 HB DRAM D 9 DRAM 05 이번 전압 안정 확보 redundancy 항목 점검 제어 임계 0 62 0 57 조정 조건 적용 오류 1 8 0 7 변수 유지 다음 반복 wafer 현재 내부 검증 관리,내부 제목 hb dram d redundancy 연구 주간 보고 담당 담당자 실험 일자 공정 코드 hb dram d dram 이번 전압 안정 확보 redundancy 항목 점검 제어 임계 조정 조건 적용 오류 변수 유지 다음 반복 wafer 현재 내부 검증 관리
design_cje_023.txt,1,[한빛반도체 내부 문서] 제목 HB DRAM D9 refresh interval 기술 회의록 담당부서 담당자 김 현 실험일자 2026 06 16 공정코드 HB DRAM D9 DRAM 03 refresh interval 개선안 검토를 위해 설계 공정 합동회의를 진행했다 회의에서는 온도 구간을 3단계에서 5단계로 세분화 적용 후 고온 실패율 2 7 1 1 결과와 timing 수율 영향 가능성을 검토했다 공정팀은 추가 split lot을 설계팀은 corner simulation을 담당하기로 했다,내부 제목 HB DRAM D 9 refresh interval 기술 회의 담당 담당자 실험 일자 2026 06 16 공정 코드 HB DRAM D 9 DRAM 03 refresh interval 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 3 단계 5 단계 세분 적용 고온 실패 2 7 1 1 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당,내부 제목 hb dram d refresh interval 기술 회의 담당 담당자 실험 일자 공정 코드 hb dram d dram refresh interval 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 단계 단계 세분 적용 고온 실패 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당
design_ciw_064.txt,1,[한빛반도체 내부 문서] 제목 HB PMIC R5 DVFS table 특허 초안 담당부서 담당자 김 민 실험일자 2026 02 04 공정코드 HB PMIC R5 PMIC 04 DVFS table 제어 방법을 핵심 발명 포인트로 정리했다 제안 방식은 기준 상태를 측정한 뒤 샘플링 간격을 12에서 8로 축소 조건을 선택적으로 적용하고 후속 평가에서 재현성 91 2 96 4 수준 확보 여부에 따라 보정값을 갱신하는 구조다 청구항 후보는 초기 상태 저장 조건 선택 결과 피드백의 세 단계로 구성한다,내부 제목 HB PMIC R 5 DVFS table 특허 초안 담당 담당자 실험 일자 2026 02 04 공정 코드 HB PMIC R 5 PMIC 04 DVFS table 제어 방법 핵심 발명 포인트 제안 방식 상태 측정 샘플링 간격 12 8 축소 조건 선택 적용 후속 평가 재현 91 2 96 4 수준 확보 여부 따르다 보정 갱신 구조 청구 후보 초기 상태 저장 조건 선택 결과 피드백 단계 구성,내부 제목 hb pmic r dvfs table 특허 초안 담당 담당자 실험 일자 공정 코드 hb pmic r pmic dvfs table 제어 방법 핵심 발명 포인트 제안 방식 상태 측정 샘플링 간격 축소 조건 선택 적용 후속 평가 재현 수준 확보 여부 따르다 보정 갱신 구조 청구 후보 초기 상태 저장 조건 선택 결과 피드백 단계 구성
design_afx_031.txt,1,[한빛반도체 내부 문서] 제목 HB NPU A5 clock gating 실험 기록 담당부서 담당자 김 영 실험일자 2026 02 13 공정코드 HB NPU A5 NPU 01 NPU 연산블록 저전력화 과정에서 clock gating 단일변수 실험을 수행했다 비교군은 직전 승인 조건을 유지했고 시험군에는 기준값을 4 2 상향 조정만 적용했다 측정 결과 편차 3 4 2 1 가 확인됐으며 wafer 중앙과 edge 분포를 별도로 비교했다 장비 interlock 이상은 없었고 동일 조건 반복에서도 같은 방향성이 나타났다 다음 lot에서는 고온 corner와 장시간 drift를 추가 확인한다,내부 제목 HB NPU A 5 clock gating 실험 기록 담당 담당자 실험 일자 2026 02 13 공정 코드 HB NPU A 5 NPU 01 NPU 연산 블록 전력 과정 clock gating 단일 변수 실험 수행 비교 직전 승인 조건 유지 시험 4 2 상향 조정만 적용 측정 결과 편차 3 4 2 1 가다 돼다 wafer 중앙 edge 분포 별도 비교 장비 interlock 이상은 없다 동일 조건 반복 같다 방향성 나타나다 다음 lot 고온 corner 오다 장시간 drift 추가,내부 제목 hb npu a clock gating 실험 기록 담당 담당자 실험 일자 공정 코드 hb npu a npu npu 연산 블록 전력 과정 clock gating 단일 변수 실험 수행 비교 직전 승인 조건 유지 시험 상향 조정만 적용 측정 결과 편차 가다 돼다 wafer 중앙 edge 분포 별도 비교 장비 interlock 이상은 없다 동일 조건 반복 같다 방향성 나타나다 다음 lot 고온 corner 오다 장시간 drift 추가
design_bga_065.docx,1,HB PMIC R5 power sequence 연구 주간보고 Document ID HB RD 065 문서 내용 이번 주에는 모바일 PMIC 효율 최적화 중 power sequence 항목만 점검했다 제어 임계값을 0 62에서 0 57로 조정 조건을 적용해 오류율 1 8 0 7 를 확인했다 다른 변수는 유지했으며 다음 주 반복 wafer로 재확인한다 현재 값은 내부 검증 기준으로 관리한다 담당부서 담당자 김 우 작성일자 2026 02 07 공정코드 HB PMIC R5 PMIC 05,HB PMIC R 5 power sequence 연구 주간 보고 Document ID HB RD 065 이번 모바일 PMIC 효율 최적화 power sequence 항목 점검 제어 임계 0 62 0 57 조정 조건 적용 오류 1 8 0 7 변수 유지 다음 반복 wafer 현재 내부 검증 관리 담당 담당자 일자 2026 02 07 공정 코드 HB PMIC R 5 PMIC 05,hb pmic r power sequence 연구 주간 보고 document id hb rd 이번 모바일 pmic 효율 최적화 power sequence 항목 점검 제어 임계 조정 조건 적용 오류 변수 유지 다음 반복 wafer 현재 내부 검증 관리 담당 담당자 일자 공정 코드 hb pmic r pmic
design_ccn_013.txt,1,[한빛반도체 내부 문서] 제목 HB LOGIC L4 wafer temperature 기술 회의록 담당부서 담당자 김 수 실험일자 2026 04 13 공정코드 HB LOGIC L4 ALD 03 wafer temperature 개선안 검토를 위해 설계 공정 합동회의를 진행했다 회의에서는 온도 구간을 3단계에서 5단계로 세분화 적용 후 고온 실패율 2 7 1 1 결과와 timing 수율 영향 가능성을 검토했다 공정팀은 추가 split lot을 설계팀은 corner simulation을 담당하기로 했다,내부 제목 HB LOGIC L 4 wafer temperature 기술 회의 담당 담당자 실험 일자 2026 04 13 공정 코드 HB LOGIC L 4 ALD 03 wafer temperature 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 3 단계 5 단계 세분 적용 고온 실패 2 7 1 1 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당,내부 제목 hb logic l wafer temperature 기술 회의 담당 담당자 실험 일자 공정 코드 hb logic l ald wafer temperature 개선 검토 설계 공정 합동 회의 진행 회의 온도 구간 단계 단계 세분 적용 고온 실패 결과 timing 영향 가능성 검토 공정 추가 split lot 설계 corner simulation 담당
design_bsn_102.txt,1,[한빛반도체 내부 문서] 제목 HB NAND A4 ramp rate 공정 사양서 담당부서 담당자 김 윤 실험일자 2026 04 10 공정코드 HB NAND A4 ANNEAL 02 ramp rate 항목의 개발용 잠정 사양을 정의한다 핵심 변경은 보정 오프셋을 1 8에서 0 9로 변경이며 공정 허용범위는 장비 보정 오차를 포함한 내부 control limit으로 관리한다 대표 검증값은 마진 21 34로 확인됐다 lot 투입 전 chamber 상태와 계측 장비 calibration을 확인하고 이탈 발생 시 이전 승인 조건으로 복귀한다,내부 제목 HB NAND A 4 ramp rate 공정 사양 담당 담당자 실험 일자 2026 04 10 공정 코드 HB NAND A 4 ANNEAL 02 ramp rate 항목 개발 잠정 사양 정의 핵심 변경 보정 오프셋 1 8 0 9 변경 공정 허용 범위 장비 보정 오차 포함 내부 control limit 관리 대표 검증 마진 21 34 돼다 lot 투입 chamber 상태 장비 calibration 이탈 발생 이전 승인 조건 복귀,내부 제목 hb nand a ramp rate 공정 사양 담당 담당자 실험 일자 공정 코드 hb nand a anneal ramp rate 항목 개발 잠정 사양 정의 핵심 변경 보정 오프셋 변경 공정 허용 범위 장비 보정 오차 포함 내부 control limit 관리 대표 검증 마진 돼다 lot 투입 chamber 상태 장비 calibration 이탈 발생 이전 승인 조건 복귀
